Country,Region,Income_Level,Population_Millions,Import_Dependency_Percentage,Export_Revenue_Billion_USD,Year,GDP_Growth_Rate,Inflation_Rate,Food_Inflation_Rate,Fuel_Price_Index,Currency_Exchange_Rate_vs_USD,Forex_Reserves_Billion_USD,External_Debt_to_GDP,Interest_Rate,Government_Spending_Pct_GDP,Money_Supply_Growth,Unemployment_Rate,Poverty_Rate,War_Conflict_Flag,Political_Instability_Score,Supply_Chain_Disruption_Score,Oil_Dependency_Score,Tourism_Revenue_Loss_Pct,Global_Trade_Disruption_Index,Grocery_Price_Index,Transportation_Cost_Index,Travel_Cost_Index,Housing_Cost_Index,Consumer_Purchasing_Power,Currency_Devaluation_Percentage,Sovereign_Default_Risk_Score,Economic_Collapse_Probability,Inflation_Crisis_Level,Recovery_Potential_Score,Is_Future_Prediction,Policy_Intervention_Flag,Composite_Risk_Score,High_Risk_Flag,Debt_to_Forex_Ratio,Economic_Status
Venezuela,Americas,Upper-Middle,28,22,25,2029,-9.24,503.451,674.79,98.2,2.42E+20,1.02,330.4,80,58.8,300,21.1,50.7,0,5,3,9,0,5,1644.6,115.2,600,800,5,221.3502,100,99,Extreme,95,1,0,96.27,1,320.78,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2030,-9.6727,487.96,674.15,99.1,7.98E+20,1.02,332.5,69.43,65.9,300,24.5,53.6,0,2,5,9,1.4,4.6,1556.7,105.7,600,800,5,221.3502,100,99,Extreme,95,1,0,87.38,1,322.82,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2031,-6.86,188.43,256.16,93,2.93E+21,1.02,334.7,42.91,68.6,222.6,20.7,30.3,0,1,1,9,6,3.2,650.9,103,474.2,575.5,5,221.3502,63.3,99,Extreme,95,1,0,75.31,1,324.95,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2032,-6.13,412.56,585.39,108.4,1.05E+22,1.02,336.4,67.83,64.6,300,22.5,51.1,0,1,4,9,3.7,1.5,1318.8,121,600,800,5,221.3502,98.5,99,Extreme,95,1,0,84.2,1,326.6,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2033,-9.6727,503.451,975.45,112.9,4.09E+22,1.02,337.5,80,61.8,300,20.1,52,0,2,6,9,6.6,6,2202.6,120.7,600,800,5,221.3502,100,99,Extreme,95,1,0,87.62,1,327.67,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2034,-9.6727,446.93,426.2,109.3,1.44E+23,1.02,336.7,60.38,63.9,300,20,51.6,0,1,1,9,0,3.5,1425,115.7,600,800,5,221.3502,100,99,Extreme,95,1,1,84.58,1,326.89,In Crisis
Venezuela,Americas,Upper-Middle,28,22,25,2035,-8.03,405,436.03,112.6,5.09E+23,1.02,338.8,63.63,62.9,300,21.2,54.4,0,3,1,9,0,2.7,1296.7,118.4,600,800,5,221.3502,96.6,99,Extreme,95,1,1,89.84,1,328.93,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2000,2.19,8.42,9.92,61.6,5,348.56,91.6,9.5,42.1,8.3,10.6,30,0,2,5,6,4.8,2.8,113.1,83.3,96.5,116.5,91.2,0,11.7,14.57,Medium,47.4,0,0,18.41,0,0.26,Moderate
Brazil,Americas,Upper-Middle,215,18,300,2001,0.67,7.22,7.09,51.8,5.133,355.31,94.5,6.79,40.4,7.6,13.6,32,0,3,5,6,0,5.1,91.6,86.5,92.4,103.8,88.4,2.66,18.9,16.29,Medium,53.9,0,0,23.61,0,0.27,Moderate
Brazil,Americas,Upper-Middle,215,18,300,2002,1.92,6.39,11.27,55.6,5.318,330.73,95.3,13.84,41.9,9.2,12.1,29,0,5,2,6,0,1.8,113.1,85.3,106,109.6,91.7,3.6,22.2,19.57,Medium,48.8,0,0,31.17,0,0.29,Moderate
Brazil,Americas,Upper-Middle,215,18,300,2003,2.73,4.67,3.94,60,5.514,347.85,94.8,6.1,35.5,9.7,10.9,27.2,0,1,4,6,0,5.3,95.8,90.3,99.6,95.4,94.9,3.69,13.6,11.08,Low,58.9,0,0,14.61,0,0.27,Moderate
Brazil,Americas,Upper-Middle,215,18,300,2004,3.28,8.94,13.15,63.9,5.717,348.205,94.9,11.43,40.6,10.1,10.8,32.6,0,2,4,6,0,4.2,110.4,88.7,101.7,118.6,92.4,3.68,16,15.52,Medium,51.1,0,0,19.97,0,0.27,Moderate
Brazil,Americas,Upper-Middle,215,18,300,2005,2.52,7.44,10.48,77.3,5.822,348.205,95.8,12.98,40,11.6,14.9,26,0,4,3,6,4.1,3.3,90.6,104.8,98.7,107,90.4,1.84,18.2,99,Medium,95,0,0,47.21,1,0.28,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2006,0.86,5.42,7.47,87.1,6.015,348.205,98.2,10.02,35.8,4.4,9.7,33.2,0,5,1,6,2.4,1.5,110.1,102.5,101.8,107.6,92.1,3.32,18.5,99,Medium,95,0,0,50.1,1,0.28,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2007,0.44,5.94,8.69,84.3,6.153,348.205,99.3,11.26,32.9,9.6,16.5,30.7,0,4,4,6,0,3,104,101.8,113.7,106.6,87.7,2.29,17.5,99,Medium,95,0,0,46.98,1,0.29,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2008,3.86,4.65,4.74,136.3,6.317,348.205,100.3,10.41,39.6,5.6,12.7,26.4,0,2,5,6,7.9,5.7,107.7,132.1,128.8,101.6,95.7,2.67,11.8,99,Low,95,0,0,39.41,1,0.29,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2009,-1.99,6.93,9.18,39.8,6.534,348.205,100.9,9.64,38.9,10.1,10.4,32.7,0,3,2,6,2.2,7.9,102.7,81.1,88.5,104.2,86.3,3.44,17.2,99,Medium,95,0,0,44.13,1,0.29,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2010,1.31,4.52,5.58,82.7,6.713,348.205,102.3,11.67,35.6,10.9,13.2,30.2,0,4,3,6,10.9,3,98.4,105.8,95.8,96.2,91.7,2.74,18.1,99,Low,95,0,0,47.07,1,0.29,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2011,1.92,10.53,15.39,129.1,6.923,348.205,105.6,10.57,43.2,16.3,12.9,29.4,0,2,4,6,0.7,7.4,121.8,123.7,139.9,131.7,88,3.13,13.5,99,Medium,95,0,0,40.98,1,0.3,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2012,2.66,5.67,7,102.4,7.091,348.205,105.2,12.37,35.4,7.2,13.5,27.5,0,1,1,6,0,2.2,99.5,114.9,116.9,107.1,92.7,2.43,12.6,99,Medium,95,0,1,37.01,1,0.3,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2013,1.29,7.35,9.05,102.5,7.21,348.205,105.9,11.75,42,9.2,13.7,32.5,0,1,4,6,0,4.3,99.4,104.8,107.3,110.6,89.2,1.68,15.7,99,Medium,95,0,0,38.07,1,0.3,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2014,3.2,9.81,9.09,34.5,7.365,348.205,105.6,10.7,38,14.6,11.1,29.6,0,5,2,6,9.7,2.7,115.1,73.2,91.6,111.8,91.4,2.15,21.6,99,Medium,95,0,0,51.9,1,0.3,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2015,1.16,7.69,8.4,19.6,7.628,348.205,107.6,8.98,42.4,8.3,11.1,31.9,0,4,4,6,3.4,2.9,110.9,67.7,77.5,106.8,90,3.57,22.2,99,Medium,95,0,0,48.83,1,0.31,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2016,2.6,9.21,12.8,43.3,7.814,348.205,109.7,12.33,39.7,10.7,12.2,30.1,0,3,1,6,3.9,4.1,107.8,68,89.6,121.9,90.4,2.44,22.3,99,Medium,95,0,0,46.19,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2017,2.35,9.82,13.5,54.7,7.923,348.205,110.3,11.05,35.3,7.1,9,30.3,0,1,1,6,9.3,0.9,116.9,89.2,100.5,126.3,91.2,1.39,14.2,99,Medium,95,0,1,38.29,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2018,2.73,6.79,7.78,64.7,8.166,348.205,111.3,11.61,34.7,3.4,11.7,32.9,0,3,2,6,0.3,1.3,107.1,88.5,101.6,100.9,92.8,3.07,16.9,99,Medium,95,0,0,44.56,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2019,3.63,6.57,9.57,53.8,8.389,348.205,110.1,10.58,38.7,10.2,13,27.8,0,3,2,6,0,3.3,97.3,85.7,103.7,105.8,93.7,2.73,22.7,99,Medium,95,0,0,45.92,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2020,0.84,9.63,10.56,23.5,8.772,348.205,111,11.69,35.5,12.4,9.7,27.3,0,3,3,6,13.2,7.2,113.8,60.2,87.3,120.4,88.7,4.57,16.9,99,Medium,95,0,0,44.97,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2021,2.86,12.35,14.4,94,9.059,348.205,110.6,9.75,35.9,13,9.8,35.3,0,1,4,6,6.8,6.9,133.1,98.8,119.6,127.2,89.5,3.27,15,99,Medium,95,0,0,38.88,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2022,1.42,9.51,12.02,187.2,9.298,348.205,111,9.75,38.3,15.9,14.6,31.1,0,1,4,6,5.8,6.6,120.8,162.4,151.5,124.4,87.2,2.64,15.5,99,Medium,95,0,0,38.6,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2023,2,5.16,4.46,105.2,9.511,348.205,112.5,10.11,37.6,6.9,10.7,31.2,0,1,2,6,2.3,4.7,102.7,115.3,110,120.9,93.5,2.29,16.2,99,Medium,95,0,0,38.2,1,0.32,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2024,2.83,7.34,8.78,88.8,9.733,348.205,114,11.72,37.1,10.9,11.4,28.8,0,3,2,6,6.4,3.3,110.6,96,104.7,109.5,92.7,2.33,15,99,Medium,95,0,1,44.3,1,0.33,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2025,3.45,9.56,10.8,72.1,10.01,348.205,113.9,12.36,35.7,8.8,11.3,31.3,0,2,3,6,3.9,2.6,113.8,99.9,105,115.8,91.9,2.85,15.7,99,Medium,95,0,0,41.8,1,0.33,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2026,3.82,8.74,9.45,87,10.679,348.205,115.6,7.5,37.3,6.9,14.6,30.3,0,1,4,6,8,3.7,113.8,108.1,107.4,130.3,91.4,6.68,15.2,99,Medium,95,1,0,38.64,1,0.33,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2027,-0.07,4.49,5.93,99.7,11.443,348.205,115.5,8.24,35,8.4,14.5,31.2,0,3,2,6,7.5,4.2,94.9,113.6,94.7,116.9,89.1,7.15,18.4,99,Low,95,1,0,44.8,1,0.33,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2028,3.07,8.46,12.06,92,12.326,348.205,117.5,10.23,40.9,7,14.2,28.7,0,4,3,6,1.3,2.9,112.1,101.3,106.5,121.2,90.7,7.72,19.3,99,Medium,95,1,0,48.72,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2029,1.31,4.74,6.15,94,13.371,348.205,118.8,9.74,42.6,8.7,11.2,33,0,2,5,6,4.8,2.7,101.8,116.7,111.4,97.3,92.6,8.48,19.6,99,Low,95,1,0,42.3,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2030,-0.01,11.82,13.51,105.4,14.299,348.205,119,11.61,39.5,13.2,15.3,35.2,0,3,4,6,0,4.1,121.4,111.3,121.7,137.7,82.9,6.94,27.7,99,Medium,95,1,0,48.4,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2031,6.45,8.57,8.64,105.3,15.39,348.205,119.1,10.79,38.9,12,11.5,30,0,2,1,6,1.4,2.6,118.3,110.3,112.5,111.3,97.1,7.63,16.9,99,Medium,95,1,0,42.22,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2032,-0.73,9.44,18.77,96.4,16.636,348.205,119.2,10.31,40.5,9.6,13.6,30.2,0,2,4,6,5.5,3,107.9,113.2,115.5,118.3,84.6,8.1,20.2,99,Medium,95,1,1,43.18,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2033,0.99,11.15,12.19,98.5,18.014,348.205,119.6,7.24,44.5,11.8,11.2,28.3,0,1,4,6,1.3,4.2,112.1,109.4,129.4,120,87,8.28,16.7,99,Medium,95,1,0,39.58,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2034,2.16,6.42,8.18,109.1,19.338,348.205,119.5,12.38,35.1,7.7,12.6,32.9,0,1,2,6,0,1.1,98.7,118.2,112.4,113.3,91.8,7.35,14.9,99,Medium,95,1,1,38.41,1,0.34,In Crisis
Brazil,Americas,Upper-Middle,215,18,300,2035,1.58,3.5,3.89,105.4,20.727,348.205,120.3,10.69,38.1,6.3,12.1,30.2,0,4,4,6,0,2.5,101.9,119.4,108.4,97.8,93.5,7.18,19.4,99,Low,95,1,0,48.14,1,0.35,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2000,2.81,4.18,4.4,61.5,18,204.81,56.5,7.75,35.9,5.1,2.1,38.5,0,4,1,7,0,3.8,96.6,81.9,89.2,89.5,99.8,0,16.5,13.68,Low,51.5,0,0,23,0,0.28,Moderate
Mexico,Americas,Upper-Middle,130,22,450,2001,4.15,5.98,6.56,56.9,18.297,204.81,58.8,8.53,37.5,12.3,4.7,39,0,1,2,7,3.6,3,104.4,79,93.4,111.8,99.1,1.65,11.7,11.57,Medium,51.9,0,0,12.65,0,0.29,Moderate
Mexico,Americas,Upper-Middle,130,22,450,2002,2.43,5.41,6.52,55.4,18.655,204.81,59,10.88,29.1,8,1.8,41.8,0,3,4,7,1.6,2.5,105.2,86.1,83.5,103.9,98.4,1.96,11.7,99,Medium,95,0,0,40.44,1,0.29,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2003,4.24,3.68,4.54,61.3,19.075,204.81,59.5,8.92,33.7,7.8,3.5,38.2,0,6,6,7,6.3,3,92.8,77.2,92.9,103.2,101.7,2.25,21.7,99,Low,95,0,0,51.7,1,0.29,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2004,2.34,5.15,5.95,69.7,19.552,204.81,61,9.34,33.8,3.8,2.7,37.8,0,3,6,7,5.2,2.9,98.1,95.7,108,100.7,98,2.5,13.3,99,Medium,95,0,0,40.9,1,0.3,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2005,3.76,5.27,7.33,77.2,19.979,204.81,61.7,10.33,34,7.6,2.9,40.5,0,2,1,7,0,0.9,98.7,96,101.7,104.8,100,2.18,8.7,99,Medium,95,0,0,36.8,1,0.3,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2006,1.78,5.86,4.29,93.3,20.396,204.81,62.3,9.89,29.8,6.8,4,38.2,0,2,3,7,4.4,3.1,108.1,104.7,108.3,92,96,2.09,13.2,99,Medium,95,0,1,38.04,1,0.3,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2007,1.91,4.36,5.16,91.2,20.683,204.81,65.4,8.19,35.6,2,2.2,30.3,0,1,1,7,0,1.8,98.8,103.2,100.1,104.6,98.3,1.41,4.6,99,Low,95,0,0,32.82,1,0.32,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2008,1.14,6.67,11.19,149.7,21,204.81,69.6,8.79,39.8,2.8,5.1,39.2,0,3,1,7,1.9,3.3,105.8,142.2,126.7,104.9,93.8,1.53,18.5,99,Medium,95,0,0,42.86,1,0.34,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2009,-1.24,5.97,7.48,40,21.186,204.81,70.8,8.92,38.3,10.3,1.4,40.5,0,2,4,7,4.4,7.6,97.1,79.8,81,102.6,92.7,0.89,13.9,99,Medium,95,0,0,38.66,1,0.35,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2010,4.56,3.99,5.52,80.5,21.769,204.81,72.9,9.05,32.4,5.1,6.6,37.1,0,1,4,7,0.9,3.3,101.5,112.3,100.6,108.3,100.3,2.75,8.5,99,Low,95,0,0,34.12,1,0.36,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2011,1.64,5.63,7.97,147.8,22.242,204.81,74.8,11.9,34.4,6.2,4.1,37.2,0,1,4,7,0,3.8,105.5,143.4,129.3,111,95.9,2.17,12.9,99,Medium,95,0,0,35.56,1,0.37,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2012,0.25,4.19,4.36,110,22.704,204.81,75.6,8.99,30.6,11.4,4.7,43.7,0,4,4,7,0.6,2.7,90.5,120.9,111.9,100.9,94.7,2.08,13.5,99,Low,95,0,0,44.53,1,0.37,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2013,2.08,8.62,8.82,99.5,23.097,204.81,76.1,7.91,36.2,14.6,2.6,37.4,0,2,4,7,2,4.7,109.3,106,112.7,114.5,94.9,1.73,8.9,99,Medium,95,0,0,38.07,1,0.37,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2014,1,4.33,5.33,38.9,23.681,204.81,77.3,8.22,29.6,6.6,2.3,38.7,0,4,4,7,0,3,100.9,62.7,82.9,102.5,96.9,2.53,16.9,99,Low,95,0,0,45.49,1,0.38,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2015,4.52,6.8,8.56,19.8,24.256,204.81,77.5,7,34.6,11.6,5.9,35.5,0,1,1,7,0.3,2.3,105.1,66.9,79.4,105.2,98.4,2.43,14.1,99,Medium,95,0,0,36.17,1,0.38,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2016,5.5,3.54,4.61,44,24.877,204.81,78.6,11.05,37.3,7.3,4.9,36.7,0,1,1,7,1.2,1.2,100.4,75.4,82.6,98.8,103,2.56,6.5,99,Low,95,0,0,33.84,1,0.38,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2017,2.01,5.59,6.56,53.9,25.225,204.81,79.8,7.42,34.2,11.9,4.8,37.1,0,3,4,7,0,3.4,100.6,88.3,85.7,105.2,96.1,1.4,14.6,99,Medium,95,0,0,42.23,1,0.39,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2018,3.43,3.78,5.81,68.3,25.592,204.81,78.6,8.2,35.2,7.8,5.1,38.1,0,4,4,7,9,1.3,81.8,96.2,93,91.5,99.6,1.45,19.1,99,Low,95,0,0,46.02,1,0.38,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2019,3.49,4.63,4.28,58.9,26.197,204.81,78.4,8.23,34.4,3.4,3,34.1,0,1,3,7,0,1.8,91.1,92.4,88.8,99.7,100,2.36,11.4,99,Low,95,0,0,35.21,1,0.38,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2020,-3.9,7.37,8.8,24.8,26.764,204.81,80.5,5.94,31.9,3.9,5.1,36,0,5,4,7,18.9,8.4,111.9,65.2,82.4,107.3,85.7,2.16,26.6,99,Medium,95,0,0,51.53,1,0.39,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2021,6.28,6.81,9.09,91.8,27.167,204.81,80.6,6.19,34.9,10,3.8,39.3,0,2,3,7,3.1,7.6,101.3,109.2,114.3,120.3,102.1,1.51,12.1,99,Medium,95,0,0,38.83,1,0.39,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2022,3.43,10.31,13.47,202,27.691,204.81,81.6,8.3,31.8,12.5,2.9,40.4,0,2,4,7,0.6,9.1,106.7,171.9,147,113.6,95.4,1.93,16.3,99,Medium,95,0,0,40.45,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2023,5.07,7.08,8.72,98.7,28.134,204.81,81.1,8.87,31.5,4.9,6.1,38.7,0,1,4,7,1.3,6.1,100.5,109.1,116.4,118.4,98.9,1.6,9.8,99,Medium,95,0,1,35.32,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2024,3.09,5.84,5.89,75.3,28.704,204.81,81.6,11.74,30.4,5.8,6.4,38.9,0,4,5,7,0,3.3,97.1,100.1,97.6,93.8,96.8,2.03,21.5,99,Medium,95,0,0,47.08,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2025,5.1,4,6.13,85.4,29.335,204.81,81.5,8.87,26.1,2.8,4.1,34.7,0,4,2,7,0,0.7,97.6,100.2,93.3,90.1,102.4,2.2,12.1,99,Low,95,0,0,44.45,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2026,2.48,6.7,7.21,91.4,29.922,204.81,82.3,7.45,36.4,16.4,3.7,38.9,0,3,4,7,4.9,2.4,108.6,111.5,108.8,101.8,96.5,2,12.8,99,Medium,95,1,1,42.07,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2027,4.33,6.57,6.62,100.9,30.595,204.81,81.7,9.53,32.4,5.4,3.1,39.7,0,2,2,7,2.7,4.9,103.9,109.8,110.8,109.1,99.7,2.25,10.5,99,Medium,95,1,1,38.45,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2028,3.61,6.96,8.75,90.3,31.166,204.81,82.9,9.1,34.4,7.6,4.3,39.7,0,3,1,7,8.4,2.6,105.5,101.8,109.4,109.4,97.7,1.87,21.2,99,Medium,95,1,0,44.24,1,0.4,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2029,2.4,5.05,4.08,89.7,31.844,204.81,84.1,7.6,26.4,5.5,1,39.6,0,3,3,7,7.6,3.1,102.5,106,105.9,104.2,99.1,2.18,13.3,99,Medium,95,1,0,42.04,1,0.41,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2030,0.95,6.82,10.33,94.1,32.361,204.81,84.1,7.54,31.4,12.7,1.1,38.2,0,1,5,7,0,4.9,97,111.4,109.4,126.5,95.4,1.62,14.4,99,Medium,95,1,0,36.58,1,0.41,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2031,2.22,5.28,6.82,101.5,33.076,204.81,83.9,7.99,36.6,6.9,1.6,36.4,0,2,3,7,1.1,4.9,105.4,110.4,110.1,106.6,98.3,2.21,11.4,99,Medium,95,1,0,38.59,1,0.41,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2032,0.76,6.29,7.4,101,33.647,204.81,85.8,9.06,33.6,7.2,4.1,38.3,0,5,2,7,0,1.2,96.6,116.9,113.5,109.1,94.1,1.73,20.9,99,Medium,95,1,1,50.21,1,0.42,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2033,5.76,3.83,4.42,103.5,34.386,204.81,86.4,9.85,32.1,8.1,1.5,36.2,0,1,4,7,8.9,5.4,100.5,113,107.3,111.4,104.8,2.2,9.1,99,Low,95,1,0,34.92,1,0.42,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2034,4.6,5.58,6.65,112.3,35.194,204.81,87.8,6.26,34,7.1,1,36.8,0,2,4,7,0,5.5,101.7,124.5,115.8,103.2,101.9,2.35,13.9,99,Medium,95,1,0,39.45,1,0.43,In Crisis
Mexico,Americas,Upper-Middle,130,22,450,2035,3.71,1.45,1.76,112.8,35.806,204.81,88.4,7.69,34.4,2,4.5,36.9,0,4,2,7,5.2,4.6,98.9,123.1,109.2,95.7,102.2,1.74,19.7,99,Low,95,1,0,46.31,1,0.43,In Crisis
Nigeria,Africa,Lower-Middle,220,30,60,2000,6.09,22.12,26.85,60.7,460,38.17,36.1,11.82,29.9,24.9,31.1,24.7,0,1,2,7,4.4,4.4,155.5,91.2,122,153.9,75.9,0,5.3,25.86,High,53.8,0,1,15.91,1,0.95,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2001,1.63,18.14,26.16,53,505.49,39.33,35.2,15.5,32,11.8,32.4,41.8,0,1,2,7,0,3.8,136.5,79.6,124.2,137.8,71.7,9.89,8.1,27.92,High,53.2,0,0,16.49,0,0.89,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2002,2.07,18.08,14.18,53.8,552.032,42.26,37.1,13.04,35,19.7,32.5,24.7,0,1,4,7,4.1,2.2,136.3,86,116,150,72.4,9.21,8,27.92,High,51.7,0,0,16.55,0,0.88,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2003,2.5,21.74,31.97,66.4,588.849,40.39,37.9,15.35,32,26.5,29.6,39.3,0,1,1,7,0,2.5,146.6,97.8,122.5,148.7,71.6,6.67,8.7,29.8,High,56.5,0,0,17.78,1,0.94,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2004,3.3,9.5,9.06,69.1,634.841,38.66,38.7,13.7,29.6,14.4,32.8,37.4,0,2,4,7,3.7,1.6,109.5,93.8,96.1,100.7,81,7.81,11.1,23.89,Medium,44.3,0,0,18.11,0,1,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2005,3.26,25.25,26.96,78.6,674.551,40.02,41,13.62,30.9,31.7,27,44.7,0,3,1,7,1.1,2.6,163.2,104,141.4,169.6,71.2,6.26,12.9,36.37,High,44.3,0,0,27.15,1,1.02,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2006,1.94,14.86,17.93,82.3,709.333,34.94,44.2,11.45,33.5,16.7,31.1,39.8,0,1,1,7,0,1.2,133.2,106.1,123.9,130.9,75.5,5.16,12.6,29.82,Medium,49.8,0,0,18.04,0,1.26,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2007,3.49,13.99,13.9,94.2,764.592,36.87,45.6,10.78,33.1,18,30.2,40.3,0,1,1,7,6.9,4,137.2,106.5,129.8,123.7,78.9,7.79,11.3,28.03,Medium,59.6,0,0,17.21,0,1.24,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2008,-1.93,21.38,26.87,135.3,827.619,33.98,46.4,13.11,25.7,22.8,27,45.1,0,6,4,7,0,5.7,151.4,130.2,149.6,150.1,66.5,8.24,19.6,51.47,High,19.9,0,0,41.29,1,1.37,Contracting
Nigeria,Africa,Lower-Middle,220,30,60,2009,0.22,16.68,16.9,44.3,915.119,32.48,47.8,15.9,29.2,19.8,29.1,39.2,0,1,4,7,0,5.4,138.7,77.9,113.5,135.4,72.4,10.57,12.9,34.72,High,39.5,0,0,19.8,0,1.47,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2010,3.92,14.18,14.7,85.2,954.357,29.37,48.7,14.93,25.1,11.8,27.2,41.1,0,4,4,7,3.2,3.3,133.7,92.5,122.7,123.7,80.9,4.29,12.8,36.38,Medium,48.6,0,0,28.86,0,1.66,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2011,0.88,23.22,31.02,147.1,1002.846,28.8,51,13.25,29.8,27.3,32.7,39.3,0,2,3,7,7.4,3.3,151.8,125.8,169.2,164.9,66.4,5.08,10.7,41.96,High,37.6,0,0,25.2,1,1.77,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2012,0.52,22.67,29.92,110.2,1057.574,31.48,50.8,11.95,25.4,27.7,31.4,36.2,0,5,4,7,0,3.5,150.3,115.5,147.9,153.3,66.9,5.46,22.2,49.12,High,31.5,0,0,38.77,1,1.61,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2013,2.18,19.66,20.08,102.5,1108.647,30.31,50.2,16.73,31.2,23,31.6,42.2,0,8,3,7,0,2.4,151.1,118.6,143.3,155.8,71.7,4.83,22.7,52.69,High,26.3,0,0,48.31,0,1.66,Moderate
Nigeria,Africa,Lower-Middle,220,30,60,2014,1.84,19.44,22.44,32.9,1176.893,31.46,53.1,13.51,27,22.7,27.7,37.7,0,1,2,7,0.4,2.3,134.6,78.6,106.2,154.3,73.4,6.16,13.6,37.09,High,46.1,0,0,21.24,0,1.69,Moderate
